COUNTRY,INDICATORs,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Tonga,"All Items, Consumer price index (CPI), Period average",87.291,92.61,96.449,96.681,97.249,103.619,116.627,125.958,129.666,132.573
"Marshall Islands, Republic of the","All Items, Consumer price index (CPI), Period average",146.549,147.723,147.561,146.59,149.883,154.043,165.505,174.111,183.132,193.869
Tonga,"All Items, Consumer price index (CPI), End-of-period (EoP)",90.36,94.743,96.287,94.936,99.613,109.471,124.466,132.419,134.217,138.378
Tonga,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",6374.775,6424.252,6416.507,6536.694,6566.184,6430.532,6580.946,6734.127,6934.876,7114.922
"Azerbaijan, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",19753.084,19865.132,20249.527,19354.523,20335.335,21215.365,21367.257,21973.521,22367.683,22654.005
Emerging and Developing Europe,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",30207.553,31270.102,32030.685,31434.64,33812.803,34446.503,35759.328,37120.904,37908.156,38761.008
"Azerbaijan, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",250.2,254,260,266.8,298.8,341.7,349.071,366.176,385.217,400.626
"Armenia, Republic of","All Items, Consumer price index (CPI), Period average",99.502,102.003,103.488,104.993,112.815,122.719,125.183,125.655,129.839,133.459
"Kazakhstan, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",83.8,88.3,93.1,100,108.4,130.5,143.2,155.5,175.192,195.158
Kyrgyz Republic,"All Items, Consumer price index (CPI), End-of-period (EoP)",153.922,154.671,159.398,174.894,194.475,223.002,239.225,254.375,274.614,291.203
Kyrgyz Republic,"All Items, Consumer price index (CPI), Period average",151.593,153.931,155.68,165.523,185.235,211.001,233.782,245.519,265.21,283.519
"Moldova, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",12999.759,13778.526,14516.959,13518.993,15498.304,15140.216,15769.159,16234.325,16801.418,17465.26
"Kazakhstan, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",32696.768,33592.184,34653.395,33316.599,34234.016,34188.206,35452.706,36678.369,38402.436,39818.131
"Belarus, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",25007.221,25849.962,26276.84,26210.826,27029.591,26020.617,27241.298,28475.32,29218.356,29770.992
Georgia,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",16244.864,17214.875,18170.803,17057.867,18814.285,21102.631,22464.219,24860.394,26663.162,28088.446
Georgia,"All Items, Consumer price index (CPI), Period average",124.181,127.428,133.612,140.564,154.011,172.336,176.623,178.583,185.584,191.891
Albania,"All Items, Consumer price index (CPI), End-of-period (EoP)",104.011,105.882,107.1,108.225,112.229,120.563,125.325,127.977,131.4,135.367
Albania,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",14354.997,14918.793,15291.508,14869.924,16354.589,17353.703,18232.863,19162.178,20005.769,20929.727
"Kazakhstan, Republic of","All Items, Consumer price index (CPI), Period average",81.283,86.167,90.717,96.85,104.6,120.275,137.742,149.692,166.721,185.409
Albania,"All Items, Consumer price index (CPI), Period average",103.297,105.393,106.88,108.613,110.831,118.286,123.927,126.685,129.564,133.206
Georgia,"All Items, Consumer price index (CPI), End-of-period (EoP)",127.044,128.969,137.992,141.311,161.009,176.864,177.637,180.95,188.891,194.558
Russian Federation,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",35570.705,36536.694,37319.322,36376.336,38638.428,38214.494,39887.338,41666.83,42065.443,42604.473
"Moldova, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",23746.768,23960.488,25757.525,25857.979,29462.582,38372.067,39983.693,42770.557,45424.41,47695.63
Bulgaria,"All Items, Consumer price index (CPI), End-of-period (EoP)",100.88,103.21,106.41,106.43,113.44,129.69,136.16,138.99,144.499,148.808
Kyrgyz Republic,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",6037.534,6130.048,6279.536,5715.98,5906.108,6302.717,6735.715,7192.825,7607.416,7850.578
Bulgaria,"All Items, Consumer price index (CPI), Period average",99.848,102.476,104.994,106.274,109.295,123.524,134.146,137.63,142.633,147.475
Bulgaria,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",25954.222,26806.009,28015.986,27252.018,29705.722,32780.718,33410.78,34393.233,36429.413,37868.994
"Moldova, Republic of","All Items, Consumer price index (CPI), Period average",51480.345,53328.614,55912.693,58021.226,60979.787,78494.437,89049.578,93219.33,100373.852,105868.52
Ukraine,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",16628.69,17304.345,17965.319,17422.245,18207.621,15409.597,16494.268,17322.585,17927.659,18442.036
Ukraine,"All Items, Consumer price index (CPI), End-of-period (EoP)",77587328.49,85173122.12,88625805.75,93050297.99,102369595.8,129603229.2,136192003.2,152508080,166167608.6,177799635.4
"Uzbekistan, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",7971.564,8276.555,8678.565,8645.342,9163.298,9517.034,9905.807,10296.938,10770.855,11184.443
"Tajikistan, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",953.34,1004.663,1085.511,1187.843,1283.367,1337.712,1388.959,1439.965,1497.564,1572.442
"China, People's Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",104.611,106.618,111.331,111.566,113.272,115.344,115.083,115.13,115.752,116.724
"China, People's Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",16704.297,17766.024,18781.079,19192.148,20827.093,21488.179,22676.97,23834.953,25034.897,26135.901
Russian Federation,"All Items, Consumer price index (CPI), End-of-period (EoP)",108.034,112.646,116.077,121.779,132,147.739,158.696,173.794,186.916,195.277
Russian Federation,"All Items, Consumer price index (CPI), Period average",110.985,114.18,119.284,123.318,131.573,149.664,158.434,171.811,187.278,196.971
"China, People's Republic of","All Items, Consumer price index (CPI), Period average",103.604,105.771,108.827,111.554,112.578,114.802,115.063,115.307,115.322,116.104
"Tajikistan, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",3374.156,3556.496,3743.715,3832.484,4113.977,4362.083,4638.432,4939.834,5221.924,5420.17
"Tajikistan, Republic of","All Items, Consumer price index (CPI), Period average",1365.029,1417.481,1527.905,1659.007,1807.884,1927.954,1998.363,2068.399,2147.746,2244.394
"Estonia, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",40255.138,41599.436,42989.675,41667.529,45059.345,43915.943,42042.356,41941.581,42098.429,42762.693
"Estonia, Republic of","All Items, Consumer price index (CPI), Period average",104.48,108.045,110.496,109.795,114.722,137.032,149.523,155.106,162.976,169.973
Slovak Republic,"All Items, Consumer price index (CPI), Period average",100.918,103.473,106.34,108.481,111.545,125.073,138.784,143.161,149.194,154.148
Czech Republic,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",47187.123,48341.577,49858.686,47179.163,49943.717,49891.163,49808.678,50032.347,51331.304,52522.927
Turkmenistan,"All Items, Consumer price index (CPI), End-of-period (EoP)",422.377,452.788,481.163,523.986,634.738,653.992,663.11,688.224,715.753,758.698
"Uzbekistan, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",72.209,82.509,95.041,105.654,116.202,130.445,141.856,155.741,168.993,179.915
Ukraine,"All Items, Consumer price index (CPI), Period average",73401082.84,81436069.32,87857948.11,90264859.78,98714214.84,118637447.4,133883456.6,142590974,160614754.5,172861328.9
Turkmenistan,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",16230.067,16743.441,17329.677,16798.262,18183.276,18525.209,19056.004,19386.349,19601.742,19833.142
"Serbia, Republic of","All Items, Consumer price index (CPI), Period average",189.616,193.333,196.908,200.01,208.181,233.124,261.966,274.201,286.679,298.151
"Latvia, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",103.57,106.21,108.48,107.95,116.46,140.57,141.77,146.54,151.562,155.378
Montenegro,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",22927.989,23995.671,25037.435,21289.199,24125.821,26053.99,27744.618,28608.184,29508.891,30437.957
"Latvia, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",31736.439,33373.505,33851.09,32887.286,35438.975,36415.227,37310.368,37366.056,37825.82,38721.636
Hungary,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",34068.16,36074.365,37960.637,36354.855,39134.22,40979.479,40676.542,40948.913,41300.34,42272.196
Montenegro,"All Items, Consumer price index (CPI), Period average",298.963,306.764,307.877,307.084,314.499,355.506,386.026,398.9,415.106,424.601
Czech Republic,"All Items, Consumer price index (CPI), End-of-period (EoP)",103.9,106,109.4,111.9,119.3,138.1,147.6,152,155.61,158.723
"Estonia, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",105.15,108.64,110.59,109.62,122.81,144.3,150.45,156.328,164.61,170.762
Czech Republic,"All Items, Consumer price index (CPI), Period average",103.125,105.342,108.342,111.767,116.058,133.583,147.825,151.425,155.203,158.768
Slovak Republic,"All Items, Consumer price index (CPI), End-of-period (EoP)",102.21,104.27,107.71,109.58,115.16,132.47,141.16,145.72,151.413,155.573
Slovak Republic,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",35142.158,36517.437,37298.515,36284.547,38339.258,38684.549,39566.339,40412.639,40819.794,41597.819
Hungary,"All Items, Consumer price index (CPI), Period average",114.438,117.687,121.656,125.676,132.092,151.404,177.355,183.93,192.125,198.784
"Croatia, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",32342.226,33714.991,35112.371,32481.839,36915.837,39841.611,41120.877,42779.219,44127.439,45357.801
"Latvia, Republic of","All Items, Consumer price index (CPI), Period average",102.998,105.628,108.53,108.618,112.136,131.473,143.382,145.316,150.78,154.693
"Serbia, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",187.858,191.592,195.129,197.585,213.109,245.335,264.102,275.401,288.344,298.148
Montenegro,"All Items, Consumer price index (CPI), End-of-period (EoP)",272.402,276.823,279.708,277.193,290.005,339.954,354.406,361.924,379.884,387.414
"Serbia, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",19657.716,20684.374,21783.504,21720.758,23669.671,24911.631,26031.284,27233.91,28080.11,29309.351
Bosnia and Herzegovina,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",15435.362,16063.056,16550.282,16069.631,17287.092,18059.158,18467.034,19065.162,19579.215,20160.355
"Slovenia, Republic of","All Items, Consumer price index (CPI), Period average",101.374,103.137,104.818,104.761,106.769,116.201,124.854,127.308,130.463,133.655
"North Macedonia, Republic of","All Items, Consumer price index (CPI), Period average",110.916,112.533,113.396,114.757,118.464,135.292,147.958,153.121,159.093,163.865
"Slovenia, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",42037.809,43857.782,45089.072,42938.57,46263.202,47538.177,48442.551,49119.382,49498.866,50546.601
Mongolia,"All Items, Consumer price index (CPI), Period average",61.658,65.833,70.658,73.3,78.7,90.617,100,106.208,114.988,124.302
"Croatia, Republic of","All Items, Consumer price index (CPI), Period average",100.665,102.233,103.042,103.011,105.817,117.108,126.937,132.036,137.855,141.759
"Lithuania, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",39274.626,41514.56,43600.587,43632.802,46441.125,47218.587,46761.049,47761.669,49057.141,50490.861
Mongolia,"All Items, Consumer price index (CPI), End-of-period (EoP)",62.9,68,71.6,73.5,83.6,94.7,102,110.5,119.561,129.126
Mongolia,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",14270.198,15087.79,15650.873,14667.6,14678.605,15205.046,16113.642,16747.401,17476.858,18238.768
Hungary,"All Items, Consumer price index (CPI), End-of-period (EoP)",115.371,118.529,123.264,126.642,135.966,169.345,178.659,186.878,194.548,200.502
"Croatia, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",100.95,101.86,103.25,102.96,108.31,122.03,128.56,134.35,139.475,142.87
"Lithuania, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",105.82,107.68,110.62,110.54,122.37,146.82,149.17,151.95,157.582,162.071
"Lithuania, Republic of","All Items, Consumer price index (CPI), Period average",104.422,107.065,109.466,110.628,115.745,137.572,149.52,150.794,156.187,160.966
"Kosovo, Republic of","All Items, Consumer price index (CPI), Period average",101.479,102.551,105.285,105.492,109.024,121.654,127.661,129.73,134.329,138
Romania,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",33054.185,35275.785,36884.495,35686.599,37915.143,39748.157,40677.976,41248.541,41892.607,42736.018
Romania,"All Items, Consumer price index (CPI), End-of-period (EoP)",116.686,120.491,125.367,127.959,138.436,161.099,171.742,182.215,197.773,204.701
"Poland, Republic of","All Items, Consumer price index (CPI), Period average",171.272,174.297,178.249,184.37,193.827,221.369,246.767,255.954,265.687,273.061
"North Macedonia, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",20328.487,21020.438,21991.288,21187.683,22372.553,23057.508,23585.623,24352.53,25308.323,26258.937
"North Macedonia, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",111.89,112.83,113.32,115.87,121.51,144.29,149.52,155.949,161.408,165.281
Bosnia and Herzegovina,"All Items, Consumer price index (CPI), End-of-period (EoP)",103.984,105.629,105.874,104.202,110.787,127.196,129.977,133.746,138.02,140.848
"Slovenia, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",102.01,103.46,105.35,104.21,109.3,120.51,125.53,127.87,131.391,134.242
Bosnia and Herzegovina,"All Items, Consumer price index (CPI), Period average",99.213,100.619,101.182,100.117,102.117,116.425,123.525,125.617,130.635,133.981
European Union (EU),"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",50369.838,51426.333,52375.966,49391.079,52693.138,54512.339,54533.758,54996.668,55634.293,56333.85
"Kosovo, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",101.504,104.495,105.692,105.791,112.871,126.531,129.423,130.818,136.151,139.392
"Kosovo, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",12094.466,12629.155,13361.082,12774.135,14289.865,15053.427,15827.594,16723.899,17489.43,18253.275
"Poland, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",34954.512,37134.078,38838.98,38063.088,41671.129,44079.432,44353.004,45815.117,47460.937,49334.383
"Poland, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",169.077,170.937,176.749,180.991,196.556,229.184,243.394,254.833,262.013,269.175
Romania,"All Items, Consumer price index (CPI), Period average",113.977,119.254,123.816,127.092,133.506,151.93,167.726,177.092,190.018,202.678
Guinea,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",3182.576,3302.381,3402.803,3475.987,3580.528,3631.948,3764.533,3895.767,4074.656,4391.861
Peru,"All Items, Consumer price index (CPI), Period average",88.416,89.58,91.493,93.165,96.872,104.496,111.047,113.657,115.62,117.78
Peru,"All Items, Consumer price index (CPI), End-of-period (EoP)",88.482,90.422,92.14,93.958,99.997,108.457,111.968,114.17,116.501,118.852
Nicaragua,"All Items, Consumer price index (CPI), Period average",204.632,214.756,226.302,234.634,246.197,271.973,294.937,308.61,314.782,323.281
Angola,"All Items, Consumer price index (CPI), Period average",251.795,301.218,352.664,431.227,542.334,658.179,747.946,959.105,1166.604,1356.784
Bolivia,"All Items, Consumer price index (CPI), Period average",99.323,101.579,103.447,104.422,105.191,107.028,109.786,115.385,139.407,
Bolivia,"All Items, Consumer price index (CPI), End-of-period (EoP)",100.86,102.38,103.884,104.581,105.523,108.818,111.123,122.207,154.191,
"Congo, Democratic Republic of the","All Items, Consumer price index (CPI), End-of-period (EoP)",2076.094,2226.144,2328.281,2695.129,2837.452,3210.059,3972.498,4436.789,4785.298,5117.977
"Belarus, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",756.702,799.398,837.207,898.628,988.266,1115.515,1180.659,1241.001,1340.99,1436.258
"Belarus, Republic of","All Items, Consumer price index (CPI), Period average",743.862,780.069,823.751,869.354,951.531,1096.534,1151.552,1217.762,1303.151,1401.433
"Congo, Democratic Republic of the","All Items, Consumer price index (CPI), Period average",3824.806,4944.169,5176.789,5764.772,6282.976,6865.177,8230.967,9683.941,10537.029,11289.558
Angola,"All Items, Consumer price index (CPI), End-of-period (EoP)",275.028,326.194,381.299,477.015,606.027,689.949,827.919,1055.664,1266.9,1436.078
"Uzbekistan, Republic of","All Items, Consumer price index (CPI), Period average",65.826,77.362,88.599,100,110.849,123.538,135.838,148.913,162.508,174.328
Turkmenistan,"All Items, Consumer price index (CPI), Period average",257.991,292.304,307.187,325.926,389.413,433.071,426.195,445.715,463.07,486.224
